0,1.93,0,0,0,61,278,1
0,3.47,0,0.18,0,101,1028,1
0.32,1.36,0.06,0.184,0.01,135,1259,1
0,3.18,0,0,0,40,191,1
0,3.18,0,0,0,40,191,1
0,0,0,0,0,15,54,1
0,3.85,0,0.054,0,4,112,1
0,0,0,0,0,11,49,1
3.53,1.23,0,0.203,0,195,1257,1
0.06,1.67,0,0.081,0.04,43,749,1
0,3.84,0,0,0,6,21,1
0,1.16,0,0,0.022,11,184,1
0,2.09,0,0,0,61,261,1
0,2.72,0,0,0,7,25,1
0,3.21,0,0,0,24,205,1
0.42,1.7,0,0.063,0,55,249,1
0,1.88,0,0,0,31,107,1
0,0,0,0.37,0,95,461,1
0,3.15,0,0,0,4,70,1
0,2.22,0,0.496,0,91,186,1
0,0,0,0,0,9,23,1
0.1,2.09,0,0.046,0.042,66,1259,1
0,0,0,0,0.404,12,34,1
0,1.16,0,0,0,5,69,1
0,0,1.44,0.196,0,22,82,1
0.1,2.09,0,0.046,0.042,66,1258,1
0,0,1.44,0.196,0,22,82,1
0,3.33,0,0,0,12,47,1
0,0,0,0,0,11,36,1
5.22,1.3,0,0,0,66,129,1
0,3.52,1.17,0,0,10,59,1
0,0,0,0,0,11,43,1
0,3.51,0,0.091,0,11,89,1
0,4.83,0,0.302,0,5,17,1
0,2.04,0,0,0,30,264,1
0,5.12,0,0,0,6,25,1
0,0,0,0,0.436,12,29,1
0,2.43,0.48,0.244,0,78,239,1
0,1.46,0,0,0,61,186,1
0,2.08,0.41,0,0,121,285,1
0,2.76,0,0.207,0,30,226,1
0,0,0,0,0.335,12,28,1
0,0,0,0,0.355,12,28,1
0,3.15,0,0,0,4,68,1
2.08,1.82,0,0.036,0,38,339,1
0,4.07,0.15,0.068,0,130,774,1
0.24,4.54,0.06,0.167,0.01,12,442,1
0,3.48,0,0,0,8,94,1
0,3.22,0.02,0.756,0,193,1040,1
0,3.51,0,0.23,0.036,40,898,1
0,1.92,0,0,0,12,33,1
2.19,2.19,0,0.332,0,30,179,1
0.06,1.67,0,0.071,0.04,43,750,1
0,0,1.26,0.596,0,17,69,1
2.2,2.2,0,0.333,0,30,176,1
0,1.08,0,0,0,30,106,1
0,3.66,0,0.061,0.061,59,146,1
0,2.53,0,0,0,8,51,1
0,1.36,0,0,0,61,200,1
0,2.1,0.42,0,0,121,284,1
0,1.77,0,0,0,66,249,1
0,7.1,0.71,0,0.043,11,66,1
0,0.93,0,0,0.069,8,75,1
0,3.42,0,0.048,0,15,96,1
0,4.1,0,0.019,0,34,180,1
0,1.32,0,0,0,34,121,1
0.48,0.97,0,0.294,0,47,194,1
0,5.88,0,0,0,3,17,1
0,5.53,0.3,0.351,0,66,303,1
0,0,0,0.1,0,59,141,1
1.26,2.53,0,0,0,137,290,1
0,1.6,0,0,0,61,187,1
0,2.24,0.44,0,0,121,281,1
0,2.76,0.46,0.223,0,13,110,1
0,2.41,0.48,0.243,0,78,236,1
0,0.94,0,0,0,195,318,1
0,4.14,0,0.082,0,16,100,1
0.69,2.96,0,0.234,0,45,1066,1
0,2.09,0.41,0,0,15,175,1
0,5.26,0,0.338,0,5,10,1
0,5.55,0,0,0,29,114,1
0,2.38,0,0,0,130,519,1
0,1.45,0,0,0,8,61,1
0,2.56,0,0,0,9,43,1
0,0,0,0,0,27,118,1
0.46,0.93,0,0.214,0,64,213,1
0,2.69,0,0.061,0,20,158,1
0,3.96,0.79,0,0,26,107,1
0.13,1.14,0.06,0.085,0.021,144,845,1
0,0,0,0,0,23,38,1
0,3.93,0,0.333,0,140,194,1
0,3.25,0.02,0.764,0.004,193,1038,1
0,3.43,0.07,0.532,0,113,1453,1
0,3.43,0.07,0.531,0,113,1453,1
0,2.77,0,0.823,0,12,102,1
0,1.87,0.46,0,0,32,91,1
0,2.11,0.35,0,0,61,313,1
0,1.29,0,0,0,61,222,1
0,1.21,0,0,0.207,17,191,1
0,3.73,0.41,0.527,0,19,114,1
0,4.96,0,0,0,3,30,1
0,2.59,0,0,0.094,131,292,1
0,0,0,0,0.305,22,66,1
0,2.59,0,0,0.094,131,292,1
0,0,0,0,0.305,22,66,1
0,2.59,0,0,0.094,131,292,1
0,0,0,0,0.305,22,66,1
0,1.58,0,0,0.115,22,168,1
0,0,0,0,0.305,22,66,1
0,3.92,0,0,0,60,74,1
0,0,0,0,0,7,36,1
0,2.38,0,0,0,27,67,1
0,1.52,0,0.177,0,79,211,1
0,0.95,0,0,0,6,78,1
0.25,2.9,0,0.119,0.019,38,507,1
0,1.53,0.51,0,0,19,146,1
0.3,1.55,0.05,0.118,0,96,588,1
0.3,1.55,0.05,0.118,0,96,583,1
1.28,2.56,0,0,0,154,308,1
0,3.91,0,0.331,0,140,195,1
0.3,1.55,0.05,0.118,0,96,588,1
0.3,1.55,0.05,0.118,0,96,583,1
0,3.08,0.03,1.281,0.011,145,1413,1
0.16,0.16,0,0.024,0,149,982,1
0,0.3,0,0.322,0.046,49,278,1
1.68,2.18,0,0.054,0,101,657,1
0,4.04,1.01,0.178,0,53,164,1
0,4.76,0,0,0,33,170,1
0,4,0,0.212,0,13,114,1
0,7.05,0,0.149,0,185,450,1
0,3.04,1.14,0.179,0,78,285,1
0,4,0,0,0,12,95,1
0,2.25,0.56,0,0,19,144,1
0,1.6,0,0.174,0,24,174,1
0,0,1.26,0.431,0,25,76,1
0,0.59,0,0.16,0,31,730,1
0,0.59,0,0.16,0,31,730,1
0,2.33,0,0.541,0,21,304,1
0,0,0,0,0,2,11,1
0,1.65,0,0,0,11,69,1
0,2.33,0,0.541,0,21,304,1
0,1.58,0,0.279,0,23,36,1
0,3.08,0.03,1.281,0.011,145,1413,1
0,1.58,0,0.279,0,23,36,1
0,4.16,0,0,0,2,13,1
0,0,1.26,0.431,0,27,77,1
0,2.33,0,0.541,0,21,304,1
0.14,0.58,0.14,0.023,0,132,1001,1
0,0.72,0,0.126,0.063,35,123,1
1.35,2.17,0,0.121,0,18,131,1
0,3.13,0,0,0,19,114,1
0,3.95,0,0.33,0,140,190,1
0,4.05,0,0,0,3,33,1
0,1.24,0,0,0,16,120,1
0,2.02,0.33,0,0,19,203,1
0,4.76,0,0,0,11,38,1
1.31,1.31,0,0.117,0,186,291,1
0,1.81,0,0,0,46,117,1
0,0.85,0,0,0,107,200,1
0,0.27,0,0.185,0,99,607,1
0,0.21,0,0.146,0,99,642,1
0,2.77,0,0.816,0,12,102,1
0,3.66,0.58,0,0,38,437,1
0,1.03,0,0,0,13,119,1
0,2.77,0,0.816,0,12,102,1
0,5.59,0,0,0,22,111,1
0,0,0,0,0,34,108,1
0,1.77,0,0,0,61,260,1
0.15,0.15,0,0.024,0,132,944,1
0,4.62,0,0,0,33,172,1
0,1.32,0,0,0,71,566,1
0,1.2,0,0.013,0,48,574,1
0,2.5,0.5,0,0,19,172,1
0,1.64,0.54,0,0,16,130,1
0,3.12,0,0,0,15,49,1
0,4.08,0,0,0,18,85,1
7,0,0,0,0,2,11,1
0,4.03,0.44,0.145,0,28,152,1
0,2.64,0.33,0,0,121,326,1
0,4.08,0,0,0,18,85,1
0,3.01,0.17,0.258,0,150,694,1
0,3.03,0.17,0.259,0,62,537,1
0,0.87,0,0,0,107,179,1
0,4.46,0.44,0.144,0,28,153,1
0,2.53,0.36,0,0,7,68,1
0,0,0,0,0,1,7,1
0.35,1.19,0,0.14,0,14,303,1
0,6.25,0,0,0,60,66,1
0,6.91,0,0.186,0,85,240,1
0,1.87,0,0,0,46,96,1
0,2.25,0,0,0,5,51,1
2.64,5.29,0,0.069,0,43,164,1
0,0.8,0,0,0,12,101,1
0.14,0.43,0,0.046,0,132,979,1
0,1.2,0,0.013,0,48,574,1
0,1.63,0,0.147,0.147,11,63,1
0,4.32,0.54,0.252,0,68,181,1
0,1.2,0,0.013,0,48,574,1
0,4.3,0.53,0.253,0,68,180,1
0,1.03,0,0,0,17,91,1
